17 07 2017
#%GOALIES%GP%MIN%W%L%OTL%SOL%SO%GA%GAA%SV%SV%%
35%Lafferty, Charles%12%609:24%6%4%0%0%0%52%5.12%377%.879%
1%Lowther, Phillip%13%645:58%5%4%1%0%0%60%5.57%410%.872%
15%Wallach, Stefan%7%320:06%2%2%1%0%0%31%5.81%192%.861%
